card_set,total_cards,signed_cards,known_autos,unknown_autos,total_known_signed_cards
"rookie signatures platinum",259,259,259,0,259
"rookie signatures printing plate black",171,171,171,0,171
"rookie signatures printing plate cyan",173,173,173,0,173
"rookie signatures printing plate magenta",172,172,172,0,172
"rookie signatures printing plate yellow",172,172,172,0,172
"rookie signatures prizm",182,182,182,0,38384
"rookie signatures purple",165,165,165,0,7595
"rookie signatures purple etch",83,83,83,0,415
"rookie signatures purple lazer prizm",140,140,140,0,8212
"rookie signatures red etch",78,78,78,0,1950
"rookie signatures red lazer prizm",139,139,139,0,2090
"rookie signatures red prizm",116,116,0,116,0
"rookie signatures silver",84,84,84,0,2604
"rookie signatures silver prizm",151,151,0,151,0
"rookie signatures teal etch",78,78,78,0,1170
"rookie signatures tie-dye prizm",344,344,344,0,8415
"rookie signatures tie-dye prizm die-cut",194,194,194,0,4665
"rookie signatures white lazer prizm",140,140,140,0,4892
"rookie signatures white prizm",188,188,188,0,6380
"rookie signs",188,188,188,0,31113
"rookie signs black",188,188,188,0,7502
"rookie signs blue",184,184,184,0,14183
"rookie signs gold",188,188,188,0,4550
"rookie signs green",195,195,195,0,1899
"rookie signs orange",185,185,1,184,25
"rookie signs purple",197,197,197,0,1716
"rookie signs red",142,142,142,0,13688
"rookie silhouettes",187,0,0,0,0
"rookie silhouettes 150th anniversary logo",47,0,0,0,0
"rookie silhouettes 150th anniversary logo signatures",6,6,6,0,30
"rookie silhouettes black",41,0,0,0,0
"rookie silhouettes blue",167,0,0,0,0
"rookie silhouettes bowl logo",119,0,0,0,0
"rookie silhouettes bowl logo 1",17,0,0,0,0
"rookie silhouettes bowl logo 1 signatures",4,4,4,0,35
"rookie silhouettes bowl logo 2",21,0,0,0,0
"rookie silhouettes bowl logo 2 signatures",4,4,4,0,34
"rookie silhouettes bowl logo 3",14,0,0,0,0
"rookie silhouettes bowl logo 3 signatures",1,1,1,0,10
"rookie silhouettes brand logo",140,0,0,0,0
"rookie silhouettes brand logo signatures",5,5,5,0,10
"rookie silhouettes bronze",41,0,0,0,0
"rookie silhouettes championship logo",11,0,0,0,0
"rookie silhouettes colorburst",40,0,0,0,0
"rookie silhouettes conference logo",152,0,0,0,0
"rookie silhouettes conference logo signatures",7,7,7,0,7
"rookie silhouettes dreamweaver",41,0,0,0,0
"rookie silhouettes emerald",132,0,0,0,0
"rookie silhouettes gold",175,0,0,0,0
"rookie silhouettes green",41,0,0,0,0
"rookie silhouettes platinum",135,0,0,0,0
"rookie silhouettes prime",23,0,0,0,0
"rookie silhouettes prime signatures",7,7,7,0,175
"rookie silhouettes red",41,0,0,0,0
"rookie silhouettes signatures",26,26,26,0,2574
"rookie silhouettes signatures 150th anniversary logo",5,5,5,0,5
"rookie silhouettes signatures blue",26,26,26,0,1768
"rookie silhouettes signatures bowl logo",14,14,14,0,68
"rookie silhouettes signatures brand logo",16,16,16,0,16
"rookie silhouettes signatures conference logo",17,17,17,0,17
"rookie silhouettes signatures emerald",19,19,19,0,93
"rookie silhouettes signatures gold",18,18,18,0,180
"rookie silhouettes signatures platinum",19,19,19,0,19
"rookie silhouettes signatures silver",19,19,19,0,475
"rookie silhouettes silver",175,0,0,0,0
"rookie silhouettes team logo shields signatures",2,2,2,0,4
"rookie socks",84,0,0,0,0
"rookie soles",164,0,0,0,0
"rookie soles brand logo",158,0,0,0,0
"rookie soles heel logo",168,0,0,0,0
"rookie special",25,0,0,0,0
"rookie spectris",42,0,0,0,0
"rookie spectris gold",42,0,0,0,0
"rookie spectris interstellar",42,0,0,0,0
"rookie spectris meta",42,0,0,0,0
"rookie spectris nebula",42,0,0,0,0
"rookie spectris neon marble",42,0,0,0,0
"rookie spectris neon splatter",42,0,0,0,0
"rookie spectris psychedelic",42,0,0,0,0
"rookie spectris universal",42,0,0,0,0
"rookie spike autographs",30,30,30,0,60
"rookie stallions",212,0,0,0,0
"rookie stallions blue",50,0,0,0,0
"rookie stallions bronze",50,0,0,0,0
"rookie stallions gold",50,0,0,0,0
"rookie stallions green",50,0,0,0,0
"rookie stallions prime",162,0,0,0,0
"rookie stallions red",50,0,0,0,0
"rookie stallions teal",50,0,0,0,0
"rookie stars dual patch signatures booklet",116,116,116,0,4442
"rookie stars dual patch signatures booklet black",116,116,116,0,116
"rookie stars dual patch signatures booklet gold",116,116,116,0,1130
"rookie stars dual patch signatures booklet green",88,88,88,0,428
"rookie stars dual patch signatures booklet purple",118,118,118,0,590
"rookie stars dual signatures patch booklet green",24,24,24,0,120
"rookie steel signatures",41,41,41,0,12300
"rookie steel signatures arcade mode",41,41,41,0,1025
"rookie steel signatures flash grafitti",41,41,41,0,205
"rookie steel signatures gold",41,41,41,0,410
"rookie steel signatures lava drip",41,41,41,0,287
"rookie steel signatures red white and blue splash",41,41,41,0,41
"rookie steel signatures vector",41,41,41,0,2050
"rookie super bowl ticket",688,0,0,0,0
"rookie super bowl ticket rps",193,0,0,0,0
"rookie super bowl ticket variation",114,0,0,0,0
"rookie super bowl ticket variation rps",126,0,0,0,0
"rookie swatch autographs",126,126,126,0,18549
"rookie swatch autographs blue",126,126,126,0,5549
"rookie swatch autographs glove platinum",84,84,84,0,84
"rookie swatch autographs glove super prime",42,42,42,0,42
"rookie swatch autographs gold",126,126,126,0,1225
"rookie swatch autographs green",126,126,126,0,616
"rookie swatch autographs hat brand logo",126,126,126,0,126
"rookie swatch autographs hat platinum",84,84,84,0,84
"rookie swatch autographs hat super prime",42,42,42,0,42
"rookie swatch autographs jacket",125,125,125,0,125
"rookie swatch autographs laundry tag nfl shield",126,126,126,0,126
"rookie swatch autographs laundry tag nflpa",126,126,126,0,126
"rookie swatch autographs laundry tag nike swoosh",126,126,126,0,126
"rookie swatch autographs nfl shield football",126,126,126,0,126
"rookie swatch autographs nfl shield helmet",126,126,126,0,126
"rookie swatch autographs orange",126,126,126,0,3030
"rookie swatch autographs prime football",126,126,126,0,126
"rookie swatch autographs printing plate black",126,126,126,0,126
"rookie swatch autographs printing plate cyan",126,126,126,0,126
"rookie swatch autographs printing plate magenta",126,126,126,0,126
"rookie swatch autographs printing plate yellow",126,126,126,0,126
"rookie swatch autographs red",126,126,126,0,8464
"rookie swatch autographs shoe",126,126,126,0,126
"rookie swatch autographs socks",126,126,126,0,126
"rookie swatch autographs team logo",114,114,114,0,114
"rookie swatch autographs white",126,126,126,0,1855
"rookie swatches black prizm",125,0,0,0,0
"rookie swatches blue prizm",125,0,0,0,0
"rookie swatches copper prizm",125,0,0,0,0
"rookie swatches gold prizm",125,0,0,0,0
"rookie swatches green prizm",125,0,0,0,0
"rookie swatches prizm",125,0,0,0,0
"rookie swatches red prizm",125,0,0,0,0
"rookie swatches tie-dye prizm",125,0,0,0,0
"rookie swatches white prizm",125,0,0,0,0
"rookie tags",119,0,0,0,0
"rookie ticket",840,0,0,0,0
"rookie ticket autographs",267,267,0,267,0
"rookie ticket autographs blue",275,275,275,0,23121
"rookie ticket autographs cracked ice",281,281,281,0,6182
"rookie ticket autographs gold",283,283,283,0,2830
"rookie ticket autographs gold vinyl",289,289,289,0,289
"rookie ticket autographs green pulsar",281,281,281,0,8280
"rookie ticket autographs nebula",285,285,285,0,570
"rookie ticket autographs orange",276,276,276,0,13800
"rookie ticket autographs printing plate black",285,285,285,0,285
"rookie ticket autographs printing plate cyan",288,288,288,0,288
"rookie ticket autographs printing plate magenta",285,285,285,0,285
"rookie ticket autographs printing plate yellow",287,287,287,0,287
"rookie ticket autographs purple pulsar",303,303,303,0,6363
"rookie ticket autographs silver",273,273,0,273,0
"rookie ticket autographs teal",167,167,167,0,16533
"rookie ticket black pulsar",126,0,0,0,0
"rookie ticket blue",210,0,0,0,0
"rookie ticket cracked ice",210,0,0,0,0
"rookie ticket dual swatches",112,0,0,0,0
"rookie ticket dual swatches prime",64,0,0,0,0
"rookie ticket gold",210,0,0,0,0
"rookie ticket gold vinyl",210,0,0,0,0
"rookie ticket green pulsar",210,0,0,0,0
"rookie ticket nebula",210,0,0,0,0
"rookie ticket neon marble",126,0,0,0,0
"rookie ticket orange",210,0,0,0,0
"rookie ticket printing plate black",889,0,0,0,0
"rookie ticket printing plate black rps",192,0,0,0,0
"rookie ticket printing plate black variation",111,0,0,0,0
"rookie ticket printing plate black variation rps",126,0,0,0,0
"rookie ticket printing plate cyan",888,0,0,0,0
"rookie ticket printing plate cyan rps",192,0,0,0,0
"rookie ticket printing plate cyan variation",112,0,0,0,0
"rookie ticket printing plate cyan variation rps",126,0,0,0,0
"rookie ticket printing plate magenta",891,0,0,0,0
"rookie ticket printing plate magenta rps",193,0,0,0,0
"rookie ticket printing plate magenta variation",112,0,0,0,0
"rookie ticket printing plate magenta variation rps",126,0,0,0,0
"rookie ticket printing plate yellow",888,0,0,0,0
"rookie ticket printing plate yellow rps",192,0,0,0,0
"rookie ticket printing plate yellow variation",112,0,0,0,0
"rookie ticket printing plate yellow variation rps",126,0,0,0,0
"rookie ticket purple pulsar",210,0,0,0,0
"rookie ticket red",210,0,0,0,0
"rookie ticket reverse",149,0,0,0,0
"rookie ticket rps",195,0,0,0,0
"rookie ticket rps autographs",203,203,1,202,200
"rookie ticket rps autographs black pulsar",126,126,126,0,1008
"rookie ticket rps autographs blue",205,205,205,0,14403
"rookie ticket rps autographs cracked ice",205,205,205,0,4503
"rookie ticket rps autographs gold",205,205,205,0,2050
"rookie ticket rps autographs gold vinyl",204,204,204,0,204
"rookie ticket rps autographs green pulsar",206,206,206,0,5779
"rookie ticket rps autographs nebula",205,205,205,0,410
"rookie ticket rps autographs neon marble",121,121,121,0,484
"rookie ticket rps autographs orange",205,205,205,0,9600
"rookie ticket rps autographs printing plate black",203,203,203,0,203
"rookie ticket rps autographs printing plate cyan",203,203,203,0,203
"rookie ticket rps autographs printing plate magenta",203,203,203,0,203
"rookie ticket rps autographs printing plate yellow",203,203,203,0,203
"rookie ticket rps autographs purple pulsar",208,208,208,0,4608
"rookie ticket rps autographs red",203,203,203,0,31482
"rookie ticket rps autographs rwb",164,164,164,0,2131
"rookie ticket rps autographs silver",203,203,1,202,99
"rookie ticket rps autographs teal",202,202,202,0,19006
"rookie ticket rps autographs variation",94,94,0,94,0
"rookie ticket rps autographs variation black pulsar",72,72,72,0,576
"rookie ticket rps autographs variation blue",95,95,95,0,3550
"rookie ticket rps autographs variation cracked ice",95,95,95,0,2090
"rookie ticket rps autographs variation gold",95,95,95,0,950
"rookie ticket rps autographs variation gold vinyl",95,95,95,0,95
"rookie ticket rps autographs variation green pulsar",95,95,95,0,1895
"rookie ticket rps autographs variation nebula",95,95,95,0,190
"rookie ticket rps autographs variation neon marble",71,71,71,0,284
"rookie ticket rps autographs variation orange",95,95,95,0,2605
"rookie ticket rps autographs variation printing plate black",94,94,94,0,94
"rookie ticket rps autographs variation printing plate cyan",94,94,94,0,94
"rookie ticket rps autographs variation printing plate magenta",94,94,94,0,94
"rookie ticket rps autographs variation printing plate yellow",94,94,94,0,94
"rookie ticket rps autographs variation purple pulsar",96,96,96,0,2160
"rookie ticket rps autographs variation red",95,95,95,0,7088
"rookie ticket rps autographs variation rwb",94,94,94,0,1222
"rookie ticket rps autographs variation silver",94,94,0,94,0
"rookie ticket rps autographs variation teal",93,93,93,0,4970
"rookie ticket rps gold",38,0,0,0,0
"rookie ticket rps platinum",38,0,0,0,0
"rookie ticket rps preview blue",108,0,0,0,0
"rookie ticket rps preview green",120,0,0,0,0
"rookie ticket rps preview red",119,0,0,0,0
"rookie ticket rps red zone",125,0,0,0,0
"rookie ticket rps red zone variation",125,0,0,0,0
"rookie ticket rps reverse",42,0,0,0,0
"rookie ticket rps reverse variation",42,0,0,0,0
"rookie ticket rps showcase",42,0,0,0,0
"rookie ticket rps silver",38,0,0,0,0
"rookie ticket rps wild card",40,0,0,0,0
"rookie ticket rps wild card round",79,0,0,0,0
"rookie ticket rps wild card round variation",79,0,0,0,0
"rookie ticket rps wild card variation",40,0,0,0,0
"rookie ticket rwb",168,0,0,0,0
"rookie ticket showcase",138,0,0,0,0
"rookie ticket silver",210,0,0,0,0
"rookie ticket stub",655,0,0,0,0
"rookie ticket stub rps",194,0,0,0,0
"rookie ticket stub variation",112,0,0,0,0
"rookie ticket stub variation rps",126,0,0,0,0
"rookie ticket swatches",210,0,0,0,0
"rookie ticket swatches autographs",185,185,68,117,1700
"rookie ticket swatches variation",126,0,0,0,0
"rookie ticket swatches variation autographs",119,119,0,119,0
"rookie ticket swatches variations",84,0,0,0,0
"rookie ticket swatches variations autographs",68,68,68,0,1700
"rookie ticket variation",106,0,0,0,0
"rookie ticket variation reverse",38,0,0,0,0
"rookie ticket variation rps",126,0,0,0,0
"rookie ticket variation rps preview blue",107,0,0,0,0
"rookie ticket variation rps preview green",120,0,0,0,0
"rookie ticket variation rps preview red",119,0,0,0,0
"rookie ticket variation rps showcase",42,0,0,0,0
"rookie ticket variation showcase",35,0,0,0,0
"rookie ticket wild card",144,0,0,0,0
"rookie ticket wild card round",285,0,0,0,0
"rookie ticket wild card round variation",74,0,0,0,0
"rookie ticket wild card variation",36,0,0,0,0
"rookie towels",20,0,0,0,0
"rookie towels gold",20,0,0,0,0
"rookie towels platinum",20,0,0,0,0
"rookie towels silver",20,0,0,0,0
"rookie treasured impressions",29,0,0,0,0
"rookie treasured impressions brand logo",29,0,0,0,0
"rookie treasured impressions holo gold",31,0,0,0,0
"rookie treasured impressions holo silver",31,0,0,0,0
"rookie treasured impressions tag",30,0,0,0,0
"rookie treasured impressions team logo",20,0,0,0,0
"rookie treasures",25,0,0,0,0
"rookie treasures blue",64,0,0,0,0
"rookie treasures hidden treasure",62,0,0,0,0
"rookie treasures holo silver",64,0,0,0,0
"rookie treasures nfl shield",25,0,0,0,0
"rookie treasures platinum nfl shield",60,0,0,0,0
"rookie triple autographs",51,51,51,0,1005
"rookie triple autographs gold vinyl",51,51,50,1,50
"rookie triple booklet",63,0,0,0,0
"rookie triple booklet brand logo",63,0,0,0,0
"rookie triple booklet laundry tag",63,0,0,0,0
"rookie triple booklet nfl shield",63,0,0,0,0
"rookie triple booklet prime",63,0,0,0,0
"rookie triple memorabilia",110,0,0,0,0
"rookie triple memorabilia diamond",110,0,0,0,0
"rookie triple memorabilia emerald",110,0,0,0,0
"rookie triple memorabilia gold",110,0,0,0,0
"rookie triple memorabilia pearl",110,0,0,0,0
"rookie triple memorabilia ruby",110,0,0,0,0
"rookie triple memorabilia sapphire",110,0,0,0,0
"rookie triple swatch autographs",122,122,122,0,18053
"rookie triple swatch autographs blue",122,122,122,0,5339
"rookie triple swatch autographs glove laundry tag",65,65,65,0,65
"rookie triple swatch autographs glove platinum",84,84,84,0,84
"rookie triple swatch autographs glove super prime",38,38,38,0,38
"rookie triple swatch autographs gold",122,122,122,0,1185
"rookie triple swatch autographs green",122,122,122,0,596
"rookie triple swatch autographs hat seam",122,122,122,0,122
"rookie triple swatch autographs helmet",122,122,122,0,122
"rookie triple swatch autographs jacket",121,121,121,0,121
"rookie triple swatch autographs laundry tag",38,38,38,0,38
"rookie triple swatch autographs laundry tag nfl shield",122,122,122,0,122
"rookie triple swatch autographs laundry tag nflpa",122,122,122,0,122
"rookie triple swatch autographs laundry tag nike swoosh",122,122,122,0,122
"rookie triple swatch autographs nfl shield football",122,122,122,0,122
"rookie triple swatch autographs orange",122,122,122,0,2930
"rookie triple swatch autographs prime football",122,122,122,0,122
"rookie triple swatch autographs printing plate black",122,122,122,0,122
"rookie triple swatch autographs printing plate cyan",122,122,122,0,122
"rookie triple swatch autographs printing plate magenta",122,122,122,0,122
"rookie triple swatch autographs printing plate yellow",122,122,122,0,122
"rookie triple swatch autographs red",122,122,122,0,8138
"rookie triple swatch autographs shoe",122,122,122,0,122
"rookie triple swatch autographs socks",122,122,122,0,122
"rookie triple swatch autographs team logo",113,113,113,0,113
"rookie triple swatch autographs white",122,122,122,0,1795
"rookie triple threats materials",126,0,0,0,0
"rookie triple threats materials black",42,0,0,0,0
